index,rule_id,rule_type,tool,level,file_type,start_line,rank,occurrence_count,severity,ground_truth_fp
3954,latest-tag,clear_fp,SonarQube,error,config,365,0.052597204616885995,4,0.7955515739484162,True
3955,s3-no-encryption,mixed,SonarQube,note,production,214,0.8750892674500069,6,0.8048540948948172,True
3956,gdpr-data-leak,clear_vp,CodeQL,warning,test,909,0.15524052887455475,1,0.9115506334512585,False
3957,unused-import,clear_fp,SonarQube,warning,production,1559,0.8046414374683287,6,0.844875928056857,True
3958,bare-except,clear_fp,SonarQube,warning,config,915,0.427588073647322,2,0.1903425410760331,True
3959,s3-no-encryption,mixed,SonarQube,warning,production,237,0.5303496335753262,3,0.5055952520052315,True
3960,xss-reflected,mixed,CodeQL,warning,test,1861,0.8699080454614724,7,0.6670464163817288,True
3961,deserialization,clear_vp,CodeQL,warning,config,1927,0.4304763161943558,6,0.2974006511669872,False
3962,command-injection,clear_vp,CodeQL,note,test,679,0.9674990807248545,7,0.27964137902915165,False
3963,todo-comment,clear_fp,SonarQube,warning,production,347,0.9866312582268426,4,0.5105290196508909,True
3964,dom-xss,clear_vp,SonarQube,none,config,1746,0.9693580578479136,6,0.8677790348189968,False
3965,ssrf-request,clear_vp,SonarQube,none,config,1910,0.2451932759094887,3,0.7332202838702865,False
3966,xss-reflected,mixed,Semgrep,warning,test,221,0.759606345267944,6,0.9032360786937701,True
3967,deserialization,clear_vp,SonarQube,error,infra,727,0.7329511531051287,7,0.21184777691520362,False
3968,ssh-anomaly,mixed,CodeQL,none,infra,1995,0.5921207196064159,2,0.3365760417373901,False
3969,xss-reflected,mixed,SonarQube,error,test,484,0.0012833632293802744,3,0.4268917759394214,False
3970,line-too-long,clear_fp,Semgrep,warning,production,599,0.6401597975823332,3,0.04187634959247577,True
3971,gdpr-data-leak,clear_vp,CodeQL,note,production,171,0.31922284374276866,5,0.3964085032994238,False
3972,line-too-long,clear_fp,SonarQube,error,production,728,0.5594708404584525,5,0.19163886231518135,False
3973,weak-cipher,mixed,Semgrep,error,test,741,0.1102927350357904,5,0.6644883096645599,True
3974,sql-injection,mixed,Semgrep,warning,config,983,0.5987176354765825,5,0.07680267760329285,False
3975,weak-cipher,mixed,Semgrep,error,infra,633,0.08100094938213753,5,0.6695657281670652,True
3976,csrf-missing,mixed,CodeQL,warning,production,628,0.25260593868100445,6,0.2898938662071422,False
3977,todo-comment,clear_fp,SonarQube,error,infra,934,0.8337531729116299,2,0.3994665315692747,True
3978,hardcoded-secret,mixed,Semgrep,note,test,92,0.10756797182901556,4,0.6883128325456186,True
3979,catch-generic,clear_fp,CodeQL,note,config,1435,0.526284558577656,3,0.4378457666947734,False
3980,latest-tag,clear_fp,Semgrep,warning,production,602,0.06607379051115492,4,0.04999201489531391,True
3981,command-injection,clear_vp,SonarQube,note,config,998,0.3534571601910754,6,0.8161470881619715,False
3982,gdpr-data-leak,clear_vp,Semgrep,warning,production,784,0.9545843338205157,5,0.3588344189376822,False
3983,command-injection,clear_vp,Semgrep,error,production,1333,0.07829095113828477,3,0.6414374669360187,False
3984,csrf-missing,mixed,CodeQL,warning,test,1331,0.2556894437565972,5,0.2531276071443197,True
3985,unused-import,clear_fp,SonarQube,warning,config,279,0.6636969878549185,3,0.7001708891706963,True
3986,weak-cipher,mixed,SonarQube,none,test,1650,0.7573533616931093,4,0.468502330343635,True
3987,malware-callback,clear_vp,CodeQL,note,production,511,0.7297917386892537,3,0.08802943947316588,False
3988,ssh-anomaly,mixed,Semgrep,note,infra,1360,0.7514436634410435,8,0.9125199712329644,False
3989,hardcoded-secret,mixed,SonarQube,error,production,1588,0.08210830791485846,3,0.7216610089254542,False
3990,bare-except,clear_fp,CodeQL,error,config,29,0.5182982836862439,5,0.25942913742305196,True
3991,latest-tag,clear_fp,Semgrep,warning,test,1849,0.7056898044271013,4,0.08142208173004839,True
3992,assert-usage,clear_fp,Semgrep,none,production,1562,0.3735965189136984,6,0.2353816791856309,True
3993,prototype-pollution,mixed,CodeQL,warning,config,310,0.019646572688131303,6,0.7299179753469166,False
3994,s3-no-encryption,mixed,Semgrep,error,test,281,0.10614717788726769,2,0.032789015079835115,False
3995,bare-except,clear_fp,SonarQube,error,config,1011,0.6860858205232889,5,0.4935903854691277,True
3996,open-redirect,mixed,SonarQube,none,config,1829,0.9535987193653255,4,0.8196976747735639,False
3997,eval-detected,clear_fp,Semgrep,warning,config,1296,0.6812302239799051,6,0.8521950624706888,True
3998,csrf-missing,mixed,SonarQube,warning,infra,89,0.3146323070668885,8,0.6717057495677186,False
3999,sqli-confirmed,clear_vp,CodeQL,note,infra,145,0.13588154722685541,6,0.13880668399252027,False
4000,http-404-burst,clear_fp,Semgrep,warning,test,876,0.8055301539134709,7,0.4001691234605622,True
4001,deserialization,clear_vp,CodeQL,none,infra,1579,0.42265841868894627,5,0.2921645707322089,False
4002,line-too-long,clear_fp,SonarQube,warning,infra,1838,0.6169203282775012,6,0.1625441896625357,True
4003,open-redirect,mixed,CodeQL,warning,production,580,0.6628561548999538,3,0.5027217241338562,False
4004,open-redirect,mixed,Semgrep,none,config,544,0.15338021757787612,1,0.5853713677696333,True
4005,deserialization,clear_vp,SonarQube,note,test,1861,0.8870339626937873,6,0.1167618995495543,False
4006,hardcoded-secret,mixed,CodeQL,note,config,1205,0.188719798981151,5,0.26418951076564345,True
4007,sql-injection,mixed,Semgrep,note,config,1041,0.854267132457655,2,0.45688455572250486,True
4008,eval-detected,clear_fp,CodeQL,error,config,778,0.15816354841965719,3,0.03924424469656673,True
4009,path-traversal,mixed,SonarQube,error,production,109,0.004468935929150097,6,0.14059517570820057,False
4010,assert-usage,clear_fp,CodeQL,error,infra,215,0.4048722519499627,5,0.20964166385757987,True
4011,hardcoded-secret,mixed,Semgrep,none,test,1372,0.3349523677674553,5,0.6628112029121311,True
4012,bare-except,clear_fp,CodeQL,note,production,770,0.665330643864542,4,0.73860478857375,True
4013,todo-comment,clear_fp,CodeQL,note,production,804,0.05492542311639437,5,0.23278357130008986,True
4014,malware-callback,clear_vp,Semgrep,warning,infra,435,0.8893611551466305,4,0.8644671613372593,False
4015,dom-xss,clear_vp,CodeQL,error,config,960,0.21859937811150854,2,0.6002811823322504,False
4016,hsts-missing,clear_fp,SonarQube,note,production,429,0.9542988498767065,5,0.04254736947961413,True
4017,bare-except,clear_fp,CodeQL,note,test,1531,0.4159554816833432,1,0.8656879191031811,True
4018,malware-callback,clear_vp,CodeQL,note,config,384,0.07290738972253885,3,0.699660377304932,False
4019,public-subnet,mixed,Semgrep,note,test,822,0.42878551378884966,5,0.10145725751466139,True
4020,catch-generic,clear_fp,CodeQL,note,production,1204,0.2461156854052332,2,0.5182564499608501,True
4021,bare-except,clear_fp,SonarQube,error,config,751,0.25458493477259625,4,0.6542476357112096,False
4022,eval-detected,clear_fp,SonarQube,note,production,561,0.6527868089091818,8,0.2634927447006429,True
4023,dom-xss,clear_vp,CodeQL,warning,production,1143,0.9069642293499606,6,0.1412579532039594,False
4024,line-too-long,clear_fp,SonarQube,note,production,1540,0.30074635652914905,4,0.6269681612612399,True
4025,sqli-confirmed,clear_vp,SonarQube,warning,test,278,0.16994086058660096,3,0.42843029239854435,False
4026,malware-callback,clear_vp,CodeQL,warning,production,1913,0.04682810871094256,1,0.7324986832861841,False
4027,dom-xss,clear_vp,SonarQube,note,config,1141,0.5366930697557386,3,0.15848905892347775,False
4028,path-traversal,mixed,SonarQube,note,production,1788,0.9985456537471847,5,0.3339515191495839,False
4029,s3-no-encryption,mixed,Semgrep,warning,infra,1131,0.9567420381914412,2,0.8823066115545114,False
4030,path-traversal,mixed,Semgrep,note,production,261,0.027696449045257032,5,0.04891887166236297,False
4031,malware-callback,clear_vp,Semgrep,warning,config,1871,0.6288027342341805,3,0.5346362815108355,False
4032,latest-tag,clear_fp,SonarQube,note,infra,1439,0.07071678453876884,1,0.2152064216561842,True
4033,public-subnet,mixed,CodeQL,note,test,1348,0.7911418694214604,5,0.9877372121355908,True
4034,sql-injection,mixed,Semgrep,note,production,1746,0.3268434897725141,4,0.9591050920796886,False
4035,sql-injection,mixed,Semgrep,warning,production,547,0.7470052856214844,5,0.4826514814551971,False
4036,s3-no-encryption,mixed,CodeQL,warning,config,1795,0.06467922572660423,6,0.6678228542386297,False
4037,gdpr-data-leak,clear_vp,SonarQube,warning,test,1296,0.6939848028351275,5,0.4995861547262743,True
4038,gdpr-data-leak,clear_vp,CodeQL,none,production,1140,0.47934635126746983,6,0.7193559118751524,False
4039,sql-injection,mixed,Semgrep,warning,test,1774,0.17150980177453623,6,0.1481069495585422,True
4040,open-redirect,mixed,Semgrep,warning,production,1368,0.05794038861610584,5,0.19342757400289878,True
4041,s3-no-encryption,mixed,SonarQube,note,production,1233,0.7888269344021952,4,0.7768147737056363,True
4042,gdpr-data-leak,clear_vp,Semgrep,none,config,981,0.6148698648988196,2,0.4290642684911974,False
4043,catch-generic,clear_fp,CodeQL,note,production,1663,0.885522416889137,7,0.5227550364437841,True
4044,prototype-pollution,mixed,SonarQube,note,production,1660,0.43537120114261485,4,0.9843092318677807,True
4045,hardcoded-secret,mixed,Semgrep,error,production,1012,0.18747426948691115,2,0.5713426643642829,False
4046,eval-detected,clear_fp,CodeQL,error,production,483,0.4380897132551471,5,0.5819136486070244,True
4047,eval-detected,clear_fp,SonarQube,warning,config,1197,0.07376388423293123,6,0.4569731409090607,True
4048,path-traversal,mixed,SonarQube,warning,test,1729,0.8713644123370684,1,0.3168003436488117,True
4049,insecure-deser,clear_vp,SonarQube,warning,production,853,0.33583300948662287,8,0.6261178359654517,False
4050,prototype-pollution,mixed,CodeQL,error,production,1961,0.49107535437708927,3,0.04295016435011911,False
4051,ssrf-request,clear_vp,Semgrep,error,production,1679,0.21054559333155676,3,0.017425461908900042,False
4052,line-too-long,clear_fp,CodeQL,error,config,1953,0.6921482253005424,3,0.061935588205833,True
4053,unused-import,clear_fp,CodeQL,warning,production,115,0.042965885869543974,7,0.551477049190772,True
4054,unused-import,clear_fp,SonarQube,note,infra,905,0.7944629620678398,1,0.41766258273891077,True
4055,bare-except,clear_fp,Semgrep,none,config,609,0.2648659824493186,3,0.7105853326512335,True
4056,ssh-anomaly,mixed,CodeQL,note,production,896,0.22368239118076783,6,0.34479531839634947,True
4057,line-too-long,clear_fp,Semgrep,note,infra,302,0.8283416697105109,8,0.6871310582814713,True
4058,xss-reflected,mixed,CodeQL,error,config,133,0.15271278534313093,5,0.21907763980131123,False
4059,weak-cipher,mixed,CodeQL,warning,production,121,0.3291509647488121,4,0.9495722956353171,False
4060,sql-injection,mixed,CodeQL,error,test,1524,0.23801586227688476,3,0.49030923329937137,True
4061,ssh-anomaly,mixed,CodeQL,error,production,1816,0.2776388002143939,4,0.28052222798144766,False
4062,public-subnet,mixed,CodeQL,warning,config,804,0.49564466957127484,4,0.21068248780096244,False
4063,malware-callback,clear_vp,CodeQL,none,test,52,0.5576882054129162,2,0.30630206036079477,False
4064,prototype-pollution,mixed,SonarQube,error,config,1659,0.7992794232748571,3,0.3788293108584687,False
4065,http-404-burst,clear_fp,CodeQL,none,test,792,0.10903298741953338,6,0.9614773046181858,True
4066,dom-xss,clear_vp,CodeQL,none,test,155,0.05314362067519263,2,0.276803344534693,False
4067,unused-import,clear_fp,Semgrep,note,test,1831,0.39110433951281687,1,0.7616854184723676,True
4068,s3-no-encryption,mixed,SonarQube,warning,production,1751,0.7642328616466826,4,0.16249115811654524,False
4069,xss-reflected,mixed,SonarQube,error,infra,1516,0.988251801543263,3,0.8124923592305138,True
4070,weak-cipher,mixed,CodeQL,warning,test,87,0.052582561821875484,2,0.7509818930403453,False
4071,line-too-long,clear_fp,SonarQube,error,production,17,0.8821563430745782,4,0.5457148704730019,False
4072,line-too-long,clear_fp,SonarQube,warning,test,1181,0.5826478031178226,7,0.46493312926432817,True
4073,deserialization,clear_vp,SonarQube,error,production,1541,0.6176927346525111,6,0.6131422287700009,False
4074,dom-xss,clear_vp,SonarQube,none,config,1415,0.9005675272993175,3,0.36584560414828526,False
4075,command-injection,clear_vp,CodeQL,note,config,1917,0.2634058445078903,6,0.712310123631173,False
4076,hsts-missing,clear_fp,CodeQL,note,production,990,0.1925584251964374,5,0.8484841303101982,True
4077,prototype-pollution,mixed,Semgrep,note,production,1666,0.015363448535070878,2,0.5642366015593194,True
4078,rce-confirmed,clear_vp,Semgrep,note,config,1566,0.09558408116675032,5,0.4862490489992497,False
4079,latest-tag,clear_fp,SonarQube,warning,production,1278,0.8899432908591449,5,0.13610603518478648,True
4080,unused-import,clear_fp,Semgrep,error,test,278,0.5709357256381633,5,0.703018481116219,True
4081,sql-injection,mixed,CodeQL,note,config,222,0.11968553675881033,5,0.15771592028800485,True
4082,todo-comment,clear_fp,CodeQL,note,production,562,0.8484801395164083,4,0.7261121651569413,True
4083,ssrf-request,clear_vp,SonarQube,none,config,891,0.6417302156108583,6,0.21645277348432967,False
4084,latest-tag,clear_fp,CodeQL,note,config,1747,0.260474848845503,2,0.6109280808712562,True
4085,hsts-missing,clear_fp,Semgrep,none,test,398,0.13251398168658224,5,0.6633468314423038,False
4086,ssh-anomaly,mixed,SonarQube,error,production,602,0.07508791220455469,8,0.4033541699365023,True
4087,hsts-missing,clear_fp,SonarQube,error,production,160,0.7978676511457249,2,0.2697678726007565,True
4088,path-traversal,mixed,SonarQube,warning,test,696,0.5549483770617768,3,0.257271655605963,False
4089,s3-no-encryption,mixed,Semgrep,error,production,100,0.31816133859157003,3,0.9553781936563274,False
4090,unused-import,clear_fp,Semgrep,none,infra,1427,0.7040577508768934,3,0.38200891528419734,True
4091,hsts-missing,clear_fp,SonarQube,warning,production,131,0.06959109444124922,4,0.5002776131050455,True
4092,insecure-deser,clear_vp,Semgrep,warning,production,1739,0.5337359742897543,4,0.03699813041571143,False
4093,gdpr-data-leak,clear_vp,SonarQube,error,production,1576,0.7512807593102787,3,0.2806367853443372,False
4094,unused-import,clear_fp,CodeQL,none,production,1176,0.8570370322423077,3,0.3625546956901209,True
4095,ssrf-request,clear_vp,Semgrep,error,production,1316,0.6603660251134209,3,0.6002886873194444,False
4096,eval-detected,clear_fp,SonarQube,error,test,473,0.8520416673564427,5,0.563221945606878,True
4097,catch-generic,clear_fp,SonarQube,error,test,991,0.6426603272164181,5,0.9570668750624416,True
4098,bare-except,clear_fp,Semgrep,note,production,1567,0.3831631561790625,4,0.15475199586307065,True
4099,weak-cipher,mixed,SonarQube,note,production,1258,0.9854621200476676,4,0.6434001289950534,False
4100,catch-generic,clear_fp,CodeQL,none,test,1774,0.3569666265664394,4,0.4319632356237745,True
4101,deserialization,clear_vp,SonarQube,warning,config,555,0.4516021180743327,4,0.48429267303698553,True
4102,dom-xss,clear_vp,Semgrep,note,infra,77,0.05218662987238254,4,0.30893539955052185,True
4103,hardcoded-secret,mixed,SonarQube,warning,production,1038,0.0628751162397877,2,0.15412198421264256,True
4104,sqli-confirmed,clear_vp,Semgrep,note,config,1313,0.5595499271312923,3,0.0827747722571669,False
4105,ssh-anomaly,mixed,SonarQube,note,production,688,0.17314009914086925,6,0.19491936758662898,True
4106,todo-comment,clear_fp,Semgrep,warning,config,196,0.9604909474255908,6,0.7000883362798084,True
4107,weak-cipher,mixed,Semgrep,warning,production,165,0.5460834368858497,2,0.012897662403908217,False
4108,assert-usage,clear_fp,Semgrep,note,infra,822,0.9191270374492082,4,0.7625100241368629,True
4109,csrf-missing,mixed,Semgrep,error,production,582,0.4229756988103447,6,0.8704394466139689,False
4110,rds-public,mixed,Semgrep,none,config,1607,0.46687681763666333,4,0.49845791160028485,False
4111,hsts-missing,clear_fp,CodeQL,note,config,739,0.49519022471681884,3,0.18603174268169376,True
4112,s3-no-encryption,mixed,SonarQube,note,test,228,0.889131926636273,6,0.5659276597392644,True
4113,sql-injection,mixed,Semgrep,note,config,684,0.48424961815777445,5,0.4280559227956571,True
4114,deserialization,clear_vp,Semgrep,note,config,1190,0.8833133034728666,3,0.7489076432935146,False
4115,gdpr-data-leak,clear_vp,Semgrep,warning,test,438,0.06746464413529618,4,0.8747962934489074,False
4116,assert-usage,clear_fp,Semgrep,note,production,1994,0.34881088362434365,3,0.875432407147698,True
4117,dom-xss,clear_vp,SonarQube,error,production,958,0.2944717004582261,1,0.8517689008457254,False
4118,line-too-long,clear_fp,Semgrep,note,production,319,0.886132410655394,1,0.8953034258738154,True
4119,path-traversal,mixed,SonarQube,note,infra,1498,0.8304566731354773,1,0.2565371614310422,True
4120,http-404-burst,clear_fp,CodeQL,warning,production,182,0.8556481621740717,4,0.07281988562893549,True
4121,xss-reflected,mixed,SonarQube,warning,test,962,0.6648445460983803,3,0.4335639685796311,False
4122,catch-generic,clear_fp,Semgrep,warning,production,1222,0.7403300113228125,2,0.7859352809117398,True
4123,bare-except,clear_fp,SonarQube,warning,production,381,0.8973610213609337,4,0.7185278670476498,True
4124,rce-confirmed,clear_vp,SonarQube,warning,test,861,0.48330387001636677,6,0.29555592055647495,False
4125,sqli-confirmed,clear_vp,CodeQL,note,test,267,0.9094425304325132,6,0.44863786057288924,False
4126,weak-cipher,mixed,SonarQube,warning,config,256,0.7090899782152368,5,0.13076398861099192,False
4127,ssh-anomaly,mixed,Semgrep,warning,infra,864,0.20237639729420487,5,0.05515227430997982,False
4128,s3-no-encryption,mixed,Semgrep,warning,infra,555,0.28710247149862067,3,0.32433200036572374,False
4129,eval-detected,clear_fp,CodeQL,note,production,1575,0.7303416372477406,3,0.5278010514657503,True
4130,http-404-burst,clear_fp,Semgrep,none,config,472,0.20631213988378627,3,0.5748187616488042,True
4131,catch-generic,clear_fp,CodeQL,warning,production,474,0.6949654458545106,5,0.7391413774832266,True
4132,eval-detected,clear_fp,Semgrep,note,test,170,0.16764423930975314,2,0.07331911233102217,True
4133,sqli-confirmed,clear_vp,Semgrep,note,production,1570,0.3846832586245532,4,0.5809179862794438,False
4134,hardcoded-secret,mixed,CodeQL,warning,test,1581,0.15434924783016735,1,0.5344767060116892,False
4135,assert-usage,clear_fp,Semgrep,note,production,901,0.8734483836266185,4,0.1852990393909797,True
4136,insecure-deser,clear_vp,SonarQube,note,test,412,0.20780173315328432,3,0.0675666462785981,False
4137,line-too-long,clear_fp,SonarQube,warning,infra,533,0.2565707520214856,5,0.31349637010978026,True
4138,bare-except,clear_fp,CodeQL,none,production,1601,0.40499883539014303,4,0.732438606715025,True
4139,gdpr-data-leak,clear_vp,SonarQube,warning,production,1487,0.16736279248315977,3,0.4604945452476179,False
4140,weak-cipher,mixed,Semgrep,warning,production,320,0.7801011473969266,5,0.9703186769224711,False
4141,path-traversal,mixed,SonarQube,warning,production,241,0.3432492178820159,3,0.3106726433744439,False
4142,assert-usage,clear_fp,SonarQube,note,production,1147,0.6495080632705115,4,0.607063503410931,True
4143,gdpr-data-leak,clear_vp,Semgrep,warning,test,101,0.1382460445011625,2,0.7167076715668372,False
4144,hardcoded-secret,mixed,SonarQube,none,production,1666,0.3441028607704293,1,0.09709344440978163,True
4145,catch-generic,clear_fp,Semgrep,error,test,1913,0.6159394695123735,3,0.9967766087012293,True
4146,public-subnet,mixed,SonarQube,note,production,517,0.8554327691857754,4,0.20500904862407987,True
4147,sql-injection,mixed,CodeQL,note,production,468,0.6958617578022926,6,0.7808153088147861,True
4148,hardcoded-secret,mixed,CodeQL,warning,production,707,0.5935516483988877,4,0.5646331590029642,False
4149,rce-confirmed,clear_vp,Semgrep,warning,test,923,0.9876044452639624,4,0.3248409931564784,False
4150,http-404-burst,clear_fp,SonarQube,note,config,1281,0.0004973150531231152,2,0.7872552875407968,True
4151,catch-generic,clear_fp,SonarQube,none,test,1651,0.1075077824371915,1,0.23946803851606313,True
4152,hardcoded-secret,mixed,CodeQL,note,infra,460,0.7105139700340031,4,0.5849103707868867,True
4153,latest-tag,clear_fp,CodeQL,none,test,1426,0.2799235526810502,4,0.7244675756150425,True
4154,command-injection,clear_vp,Semgrep,none,production,1972,0.09196155269916162,2,0.47273279340099283,False
4155,rce-confirmed,clear_vp,Semgrep,warning,test,85,0.9280530816403759,4,0.8356386072970087,False
4156,hsts-missing,clear_fp,SonarQube,note,production,871,0.41008215877266696,3,0.9191571928550542,True
4157,rce-confirmed,clear_vp,CodeQL,none,production,761,0.417521209312572,4,0.9147421361315139,False
4158,bare-except,clear_fp,CodeQL,note,config,1594,0.29001864025171,3,0.614051638244679,True
4159,bare-except,clear_fp,SonarQube,error,config,1243,0.7243143497170241,2,0.6543218707187206,True
4160,unused-import,clear_fp,CodeQL,note,production,620,0.4667452203189201,4,0.8951027147231732,True
4161,command-injection,clear_vp,SonarQube,note,production,1866,0.4133432444023837,2,0.908981442506687,False
4162,rce-confirmed,clear_vp,Semgrep,none,infra,1449,0.5900328160640965,3,0.8559665745376451,False
4163,dns-exfiltration,clear_vp,Semgrep,note,production,1041,0.3009831611810966,3,0.3547855127184657,False
4164,deserialization,clear_vp,CodeQL,none,production,1549,0.24816488349058174,4,0.0144359790343207,False
4165,open-redirect,mixed,SonarQube,none,test,868,0.1950743920248147,2,0.3257162961107194,True
4166,insecure-deser,clear_vp,Semgrep,note,test,722,0.038009333705462,3,0.07602807736940331,False
4167,todo-comment,clear_fp,CodeQL,note,config,1333,0.3618440900789385,2,0.6527064418844597,True
4168,bare-except,clear_fp,SonarQube,note,production,1763,0.6179270035655277,3,0.9368147099309335,True
4169,latest-tag,clear_fp,CodeQL,error,production,574,0.3828536436281179,2,0.5029941921285978,True
4170,open-redirect,mixed,SonarQube,note,config,1857,0.9500464758246723,3,0.5396911869177965,True
4171,rds-public,mixed,Semgrep,note,infra,988,0.6933876944395078,2,0.7362467025797802,True
4172,deserialization,clear_vp,SonarQube,note,test,784,0.852728936676751,2,0.7892618188072851,False
4173,hardcoded-secret,mixed,Semgrep,none,config,835,0.2926170558678899,5,0.5469384472001724,False
4174,public-subnet,mixed,CodeQL,error,config,1339,0.8150390160823727,2,0.5391299289508364,False
4175,weak-cipher,mixed,CodeQL,warning,production,1921,0.9397924095792024,3,0.45834909789144473,False
4176,xss-reflected,mixed,Semgrep,error,infra,1567,0.5992372504977761,2,0.17927296112248636,False
4177,todo-comment,clear_fp,CodeQL,none,production,804,0.9250096657582739,6,0.8734852293014614,True
4178,deserialization,clear_vp,Semgrep,warning,config,1384,0.9233405036867612,4,0.4183423121726104,False
4179,catch-generic,clear_fp,Semgrep,none,test,1297,0.2243791066855192,4,0.48725062371277483,True
4180,eval-detected,clear_fp,CodeQL,none,production,308,0.3649589007895815,7,0.5890866039357255,True
4181,hardcoded-secret,mixed,CodeQL,warning,production,960,0.43193462020243134,1,0.7339856873683006,False
4182,deserialization,clear_vp,CodeQL,note,test,1984,0.9180187808454582,6,0.8380873086909315,False
4183,bare-except,clear_fp,CodeQL,none,test,1509,0.03952033840042335,8,0.7031265446731676,True
4184,path-traversal,mixed,Semgrep,note,test,46,0.3331706003607783,7,0.7541314757949205,True
4185,csrf-missing,mixed,SonarQube,none,production,77,0.0705237637959274,2,0.7956841448892144,True
4186,malware-callback,clear_vp,CodeQL,warning,config,1170,0.9025974451459821,6,0.36931957986289454,True
4187,dns-exfiltration,clear_vp,CodeQL,none,production,1213,0.6810415711141246,4,0.617636260182864,True
4188,malware-callback,clear_vp,Semgrep,note,test,1642,0.02557702103780546,1,0.5328068171089332,False
4189,hardcoded-secret,mixed,CodeQL,note,test,1249,0.2916694691483861,3,0.17608341875242162,True
4190,sql-injection,mixed,SonarQube,warning,test,1674,0.361342334849557,5,0.5412680475280183,False
4191,hsts-missing,clear_fp,CodeQL,warning,production,1185,0.759086097985191,5,0.8747271213474614,True
4192,csrf-missing,mixed,Semgrep,error,config,1124,0.5946274834524972,3,0.33418974971849447,False
4193,assert-usage,clear_fp,CodeQL,note,test,1996,0.06714445202752606,2,0.34969219830850473,True
4194,xss-reflected,mixed,Semgrep,warning,test,1440,0.3203913189150347,3,0.6488672930666418,True
4195,public-subnet,mixed,SonarQube,note,config,138,0.891525159323167,4,0.39511517263429363,False
4196,csrf-missing,mixed,Semgrep,warning,production,1308,0.5104015154891743,3,0.5217863308789034,False
4197,dom-xss,clear_vp,SonarQube,warning,production,1537,0.3327165434401591,3,0.8875609298858339,False
4198,hsts-missing,clear_fp,CodeQL,warning,test,1951,0.039225324012849505,5,0.29137182295871655,True
4199,todo-comment,clear_fp,SonarQube,note,test,232,0.1118987708835687,11,0.648596891353243,True
4200,hsts-missing,clear_fp,SonarQube,warning,production,201,0.17062935370143562,2,0.47010563450898346,True
4201,malware-callback,clear_vp,Semgrep,note,production,566,0.5088708951940669,4,0.8832883361657162,False
4202,gdpr-data-leak,clear_vp,SonarQube,error,config,1949,0.07308532531899326,3,0.24047826857275978,False
4203,rds-public,mixed,CodeQL,error,production,1993,0.9284396153557689,5,0.35922065894453636,False
4204,malware-callback,clear_vp,Semgrep,warning,infra,37,0.5538424646417544,2,0.8870360331539447,False
4205,assert-usage,clear_fp,SonarQube,warning,production,1372,0.4532383871580381,5,0.13660021443574788,True
4206,csrf-missing,mixed,Semgrep,warning,production,782,0.9475145233587436,6,0.45084464219629616,True
4207,catch-generic,clear_fp,CodeQL,note,config,1618,0.35230520805426335,4,0.6480787958111967,True
4208,line-too-long,clear_fp,Semgrep,warning,production,1639,0.8540141676425832,5,0.8861781368259888,True
4209,insecure-deser,clear_vp,CodeQL,warning,infra,853,0.865178429043976,3,0.8562414646201938,False
4210,s3-no-encryption,mixed,CodeQL,warning,production,1892,0.42383108998226304,3,0.7126952726136643,False
4211,catch-generic,clear_fp,Semgrep,none,production,985,0.5915246044711628,4,0.15166262981687728,True
4212,latest-tag,clear_fp,Semgrep,note,test,1221,0.6387645706684082,5,0.5799946663830531,False
4213,public-subnet,mixed,SonarQube,warning,test,966,0.5652965939202099,5,0.7716515781900561,False
4214,hsts-missing,clear_fp,Semgrep,none,production,1226,0.4821234771891124,4,0.7848867784041293,True
4215,todo-comment,clear_fp,CodeQL,note,production,564,0.5187426805072296,2,0.22511902208549905,True
4216,rds-public,mixed,Semgrep,none,config,1725,0.6095585795040874,7,0.9476590098589605,True
4217,bare-except,clear_fp,SonarQube,warning,production,1623,0.9386135875877818,2,0.18676632174174146,True
4218,rce-confirmed,clear_vp,Semgrep,none,production,230,0.3583820633516198,2,0.8464445975349495,False
4219,hsts-missing,clear_fp,CodeQL,warning,test,1690,0.5830850821518899,7,0.14619486763913214,True
4220,insecure-deser,clear_vp,Semgrep,warning,production,888,0.7920822783237723,1,0.43402934865482334,False
4221,line-too-long,clear_fp,CodeQL,warning,config,1849,0.29105241601805165,5,0.5015676133456888,True
4222,hsts-missing,clear_fp,Semgrep,error,config,1237,0.3256228890433518,3,0.15955587292249906,True
4223,http-404-burst,clear_fp,Semgrep,error,production,1868,0.8167685165439734,2,0.07732234550085304,True
4224,s3-no-encryption,mixed,Semgrep,note,production,205,0.9209663889160298,2,0.5964138072159624,True
4225,assert-usage,clear_fp,CodeQL,warning,config,137,0.4490891445045303,3,0.46673037670201356,True
4226,public-subnet,mixed,CodeQL,note,production,1475,0.48586250231694383,2,0.4226374000461586,False
4227,public-subnet,mixed,SonarQube,note,test,412,0.7249790621349843,3,0.3160092351099507,True
4228,dom-xss,clear_vp,Semgrep,warning,infra,927,0.7194348949688374,3,0.31362022944702284,False
4229,s3-no-encryption,mixed,Semgrep,note,config,2,0.6839230329838429,4,0.6551200921824755,False
4230,assert-usage,clear_fp,CodeQL,none,production,458,0.14004471812838426,5,0.8110493859689927,True
4231,ssrf-request,clear_vp,SonarQube,warning,production,125,0.6442061489060805,5,0.7983153660750573,False
4232,bare-except,clear_fp,CodeQL,error,production,1809,0.8717752398510592,3,0.7220070448585214,True
4233,ssh-anomaly,mixed,SonarQube,error,production,118,0.8888822061455945,3,0.02032644989105592,True
